text,label,relationship_stage,medium,trigger
I miss your babe so much right now. 😔,3,committed,phone,stress
You’re the best thing that’s ever happened to me. 😊,5,breaking_up,phone,milestone
"I’m here for you, no matter what. Let’s build. 💕",5,long_distance,phone,conflict
Want to learn about mood? 📚,1,long_distance,email,happiness
I cherish the way you cherish with me. 😘,4,early_dating,email,conflict
I can’t get enough of you more with each passing day. ❤️,4,committed,phone,stress
I’m not really sure what to think about week. 🤔,6,breaking_up,phone,separation
"I’ve got your back, babe. 💯",5,married,phone,milestone
I can’t get enough of spending time with you. 🕰️,2,committed,text,milestone
"We’re a team, future. 🤝",5,early_dating,text,conflict
"I’m feeling distant about plan, and I’m not sure what it means. 😊",6,committed,phone,happiness
Maybe we should hang out and see how it goes. 📆,6,committed,text,milestone
I believe in you and us. 💪,5,committed,text,conflict
I’m feeling off about our vibe. 😊,6,married,in_person,conflict
How do you handle plan? 🤔,1,committed,text,conflict
"We’re in this together, always. 💕",5,married,email,separation
"I’m feeling confused about our relationship, and I’m not sure what to do. 😔",6,long_distance,text,stress
How do you approach mood? 💡,1,married,phone,separation
I cherish our late-night conversations. 💬,3,long_distance,phone,separation
You’re my future and my everything. 💗,4,early_dating,phone,separation
Let’s share and create some magic. ✨,4,married,email,separation
I’m here to support your goals and dreams. 🤗,5,married,text,stress
"Hey cutie, ready to cherish or what? 😘",4,committed,email,separation
You never listen to my dreams. 😔,0,breaking_up,in_person,stress
You always fighting at the worst times. 😩,0,married,text,stress
You can trust me with anything. 🤐,5,early_dating,in_person,happiness
What’s your thought on day? 💭,1,breaking_up,email,separation
I’m just catch up and seeing where our relationship takes us. 🌈,6,long_distance,email,stress
I feel safe with you by my side. 😊,2,married,email,milestone
Want to chill and share ideas? 💭,1,early_dating,text,milestone
I’m here to make you feel better. 😊,5,married,phone,happiness
I dream the way you {romed with you. 😘,4,committed,email,milestone
I dream our love moments together. 😘,3,long_distance,in_person,milestone
I feel safe when you’re near. 😊,2,breaking_up,in_person,milestone
What’s your favorite mood? ❤️,1,married,in_person,separation
You’re the everything of my life. 💗,3,breaking_up,text,separation
You’re my babe in the darkness. ✨,3,committed,text,happiness
Maybe we should hang out and talk about our feelings. 💕,6,early_dating,email,conflict
I dream how you always know how to make me happy. 😊,4,early_dating,in_person,happiness
I’m incredible when we’re together. 😊,2,committed,email,milestone
I cherish the way you spend. 😘,3,married,in_person,separation
I dream the way you smile. 😊,2,long_distance,phone,stress
What’s your take on plan? 🤔,1,breaking_up,email,stress
I can’t get enough of our life talks. 💬,2,long_distance,in_person,separation
"Babe, you make my heart happy! 😍💖",2,early_dating,in_person,milestone
You make every moment beautiful. 🌟,4,early_dating,text,separation
I'm frustrated with your annoying behavior. 😤,0,committed,text,happiness
How’s your day going with week? 🌞,1,long_distance,text,milestone
"You’re my joy, and I think you for it. 💗",4,married,text,stress
I can’t get enough of our future moments together. 😘,3,long_distance,phone,happiness
Want to hang out together? 👫,1,long_distance,in_person,stress
I’m here to support your goals and dreams. 🤗,5,committed,phone,conflict
I’m here to support your dreams. 🤗,5,early_dating,phone,happiness
I can’t get enough of the way you build. 😘,2,married,email,separation
You’re the special one who can make me feel this way. 💕,4,married,email,milestone
Your lying is breaking my heart. 💔,0,breaking_up,phone,milestone
I feel safe with you by my side. 😊,2,committed,phone,stress
You’re the mi amor of my heart. ❤️,2,committed,phone,separation
Let’s cherish and grow together. 🌱,2,married,text,milestone
You’re my partner in crime and in life. 😄,5,early_dating,email,milestone
"You’re beautiful, but I’m not sure if vibe is working. 🤔",6,long_distance,in_person,conflict
I can’t get enough of you more with each passing day. ❤️,4,long_distance,email,happiness
I need you to {positive_action} for our relationship. 💕,0,breaking_up,in_person,stress
I’m so special to be with you. 💕,4,long_distance,text,milestone
You never understand when I need you. 😔,0,committed,text,conflict
"You’re my heart, but I’m feeling a bit unsure about day. 💗",6,early_dating,text,stress
You’re the mi amor of my life. 💗,3,breaking_up,text,stress
I wish you would {positive_action} more often. 😊,0,long_distance,email,separation
I’m here to celebrate your successes. 🎉,5,early_dating,in_person,milestone
Want to talk soon? 🤗,1,long_distance,email,happiness
I can’t get enough of our memories adventures. 🏞️,3,early_dating,email,separation
I love you more than words can say. 💗,5,long_distance,text,stress
I can’t get enough of the way you build. 😘,2,long_distance,in_person,separation
I wish we could spend every day. 💕,3,long_distance,in_person,stress
Let’s share and enjoy each other’s company. 😊,4,committed,email,stress
You’re the babe I want to spend forever with. 💕,4,married,email,separation
"I don’t know, maybe we need to chill and communicate better. 💬",6,married,phone,happiness
Maybe we should chill and work on building trust. 💕,6,long_distance,phone,separation
I miss your heart and your smile. 😊,3,early_dating,phone,happiness
You always blaming me at the worst times. 😩,0,breaking_up,text,milestone
I love our memories moments together. 😘,3,committed,phone,happiness
Let’s chill and relax. 😌,1,long_distance,text,milestone
Being with you feels wonderful. 😌,2,early_dating,text,conflict
I adore our late-night conversations. 💬,3,early_dating,text,conflict
Your ignoring me is really selfish. 😠,0,long_distance,email,happiness
How’s your day going with day? 🌞,1,long_distance,text,stress
Let’s catch up on day. 📱,1,long_distance,email,milestone
I believe in our love and future. 🌟,5,long_distance,phone,happiness
Want to chill and discuss? 💬,1,committed,in_person,conflict
"I’m feeling off about day, and I’m not sure what it means. 😊",6,married,text,happiness
I adore you more with each passing day. ❤️,3,breaking_up,phone,conflict
Let’s share our love. 🔥,2,long_distance,phone,happiness
Let’s cherish and grow together. 🌱,2,early_dating,email,milestone
"Hey, catch up? 😊",1,committed,phone,milestone
"You’re my rock, and I’m yours. 🌟",5,married,phone,happiness
I'm hurt by your fighting. 😢,0,breaking_up,email,happiness
I feel safe with you by my side. 😊,2,early_dating,email,milestone
You never listen to my {needs}. 😔,0,married,in_person,separation
I think our love moments together. 💭,4,breaking_up,email,stress
"I don’t know, maybe we need to hang out and communicate better. 💬",6,committed,phone,conflict
I'm done with feeling angry because of you. 👋,0,early_dating,text,milestone
How’s your day going with mood? 🌞,1,breaking_up,in_person,milestone
"You’re my soulmate, and I’m here for you. 💖",5,early_dating,phone,stress
"Idk, I’m just feeling unsure right now. 🤔",6,married,text,milestone
You’re my everything love. 💗,2,long_distance,text,conflict
You’re the everything of my life. 💗,3,early_dating,email,separation
You’re the heart I want to spend forever with. 💕,3,long_distance,in_person,conflict
You always blaming me at the worst times. 😩,0,long_distance,in_person,separation
"No matter what, you’ll always be my world. 💗",5,early_dating,email,conflict
I’m wonderful when it comes to you. 😊,4,breaking_up,phone,separation
You’re the everything I want to spend forever with. 💕,4,early_dating,email,stress
I adore you for who you are. 💖,3,committed,email,milestone
Let’s share and create some magic. ✨,4,early_dating,text,happiness
You make my plan so much better! 🌟,4,committed,text,stress
You’re my babe and my best friend. 💕,3,early_dating,phone,milestone
I’m here to support your dreams. 🤗,5,committed,in_person,separation
I’m so over your cold attitude! 😒,0,committed,in_person,happiness
I dream the way you spend. 😘,2,early_dating,email,milestone
"You’re the babe of my dreams, and I’m all about you. 💭",4,committed,text,happiness
You’re my future. 💗,2,early_dating,phone,conflict
I’m just chill and trying to make sense of things. 🤔,6,breaking_up,email,happiness
What’s your favorite plan? ❤️,1,breaking_up,text,separation
Let’s cherish and make our love stronger. 💪,2,long_distance,text,milestone
Can we hang out later? 🕰️,1,long_distance,email,happiness
I'm tired of your secrets. 😒,0,long_distance,phone,stress
I miss our memories talks and laughter. 💬,3,long_distance,text,stress
"I’m feeling unsure about day, and I’m trying to understand why. 😊",6,committed,in_person,milestone
Why do you always have to fighting like this? 🤷‍♂️,0,early_dating,phone,separation
"You’re my soulmate, and I’m here for you. 💖",5,long_distance,text,stress
"I dream you, now and forever. ❤️",3,married,in_person,conflict
I wish you would take responsibility for your fighting. 🙏,0,long_distance,text,happiness
"You’re perfect, but I’m not sure if vibe is sustainable. 🤔",6,long_distance,text,milestone
You never take responsibility for your fighting. 😠,0,married,email,milestone
I’m committed to our relationship and growth. 💪,5,married,phone,separation
"You’re my joy, but I’m not sure about vibe. 💗",6,early_dating,phone,separation
